asn,confidence,country,created_ts,created_by,extended_source,feed_id,id,import_session_id,import_source,ip,is_public,itype,latitude,longitude,meta,modified_ts,expiration_ts,org,owner_organization_id,rdns,retina_confidence,source_created,source_modified,source_reported_confidence,status,tags,threat_type,trusted_circle_ids,type,update_id,subtype,value
,90,,2022-03-21T14:02:21.188Z,,,4565,58551188047,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:02:49.559Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:28:27.000Z,2022-03-21T13:31:16.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032672516,SHA1,f3ede0f5b4e0ae31a3de80f45764e9b86b73935e
,90,,2022-03-21T14:02:21.095Z,,,4565,58551188033,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:02:49.489Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:28:27.000Z,2022-03-21T13:31:16.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032672499,SHA1,6310b04880a83e99f6822efe20bd9cf723efb59d
,90,,2022-03-21T14:02:20.735Z,,,4565,58551187990,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:02:49.474Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:28:27.000Z,2022-03-21T13:31:16.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032672494,SHA256,d233c15f16f53e7847fbb8f407c370df33dbe18b47d5794f039c20269bb4fd58
,90,,2022-03-21T14:02:20.114Z,,,4565,58551187913,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:02:49.499Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:28:27.000Z,2022-03-21T13:31:16.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032672500,MD5,310aba09825e79d0fad747639f906be4
,90,,2022-03-21T14:02:19.966Z,,,4565,58551187895,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:02:49.549Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:28:27.000Z,2022-03-21T13:31:16.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032672514,MD5,07a32925c249def7ec6aca923f6e74bb
,90,,2022-03-21T14:02:19.856Z,,,4565,58551187883,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:02:49.540Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:28:27.000Z,2022-03-21T13:31:16.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032672512,SHA256,2f62c6f57cd14ddf1963f2cebc7972d8f9e9328029949ead98faac9dc7da3bea
,90,,2022-03-21T14:01:45.697Z,,,4565,58551184547,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:02:15.662Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:20:09.000Z,2022-03-21T13:24:42.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032667497,SHA1,31fc74b168848f4b4fe8a9f52149acfdfe7b9af7
,90,,2022-03-21T14:01:45.368Z,,,4565,58551184534,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:02:15.632Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:20:09.000Z,2022-03-21T13:24:42.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032667490,SHA256,fea88497f3de8187924fec17f6bf29bf21274132eb0f53e92f649815c5b78038
,90,,2022-03-21T14:01:44.761Z,,,4565,58551184514,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:02:15.654Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:20:09.000Z,2022-03-21T13:24:42.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032667496,MD5,556ffd9e4b72932b605281f7cbe720c5
,90,,2022-03-21T14:01:44.736Z,,,4565,58551184513,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:02:15.669Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:20:09.000Z,2022-03-21T13:24:42.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032667499,SHA256,01d28c5b49485a49abef03404be85a6d75dc2d83e5ad4466a884c92c5fc9675c
,90,,2022-03-21T14:01:44.315Z,,,4565,58551184496,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:02:15.686Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:20:09.000Z,2022-03-21T13:24:42.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032667503,MD5,c1d5bada395ce691f3aac1b44013c4da
,90,,2022-03-21T14:01:44.290Z,,,4565,58551184495,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:02:15.700Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:20:09.000Z,2022-03-21T13:24:42.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032667508,SHA1,eeb086d1eea5cedea5bb97a4b90a061329341bc2
,90,,2022-03-21T14:01:33.247Z,,,4565,58551183222,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:01:55.943Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:18:00.000Z,2022-03-21T13:21:15.000Z,90,active,"[""Actor/FANCYBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""MaliciousConfidence/High"", ""ThreatType/Targeted""]",apt,[308],md5,14032664787,SHA256,f8b72c58a17d8de9e696daae1390bd3efd8c94754ab784e65e173a849ee76726
,90,,2022-03-21T14:01:33.026Z,,,4565,58551183170,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:01:55.835Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:18:00.000Z,2022-03-21T13:21:15.000Z,90,active,"[""Actor/FANCYBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""MaliciousConfidence/High"", ""ThreatType/Targeted""]",apt,[308],md5,14032664760,MD5,f67afcd0498b18a06f1acc810ec38a33
,90,,2022-03-21T14:01:33.000Z,,,4565,58551183163,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:01:55.928Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:18:00.000Z,2022-03-21T13:21:15.000Z,90,active,"[""Actor/FANCYBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""MaliciousConfidence/High"", ""ThreatType/Targeted""]",apt,[308],md5,14032664784,SHA1,8706d7ce233b185cc37c79fcdcc9cdeb009c7eea
,90,,2022-03-21T14:01:03.717Z,,,4565,58551180432,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:01:03.717Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:17:53.000Z,2022-03-21T13:17:54.000Z,90,active,"[""Actor/FANCYBEAR"", ""KillChain/Delivery"", ""MaliciousConfidence/High"", ""ThreatType/Targeted""]",apt,[308],md5,14032658793,SHA256,97be09d0168cb86ea84904aab8f89da9606c34a29e207a09d388b80bceab83a0
,90,,2022-03-21T14:01:03.668Z,,,4565,58551180428,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:01:03.668Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:17:53.000Z,2022-03-21T13:17:54.000Z,90,active,"[""Actor/FANCYBEAR"", ""KillChain/Delivery"", ""MaliciousConfidence/High"", ""ThreatType/Targeted""]",apt,[308],md5,14032658783,MD5,7bcabb04444d92bcdd014985b7858807
,90,,2022-03-21T14:01:03.594Z,,,4565,58551180422,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:01:03.594Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:17:53.000Z,2022-03-21T13:17:54.000Z,90,active,"[""Actor/FANCYBEAR"", ""KillChain/Delivery"", ""MaliciousConfidence/High"", ""ThreatType/Targeted""]",apt,[308],md5,14032658765,SHA1,85d50650b673d19219014fb5f560f31067d87f76
,90,,2022-03-21T14:00:39.770Z,,,4565,58551177164,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:01:14.803Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:14:07.000Z,2022-03-21T13:14:27.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032659847,SHA256,3cfcfdfdd128a56c8205debc620cb879072a57e5097954b1aba2554ca1bc0de4
,90,,2022-03-21T14:00:39.706Z,,,4565,58551177156,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:01:14.952Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:14:07.000Z,2022-03-21T13:14:27.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032659875,SHA1,b5a25ffa5dd8103ba738eb805410180a4ca64fb5
,90,,2022-03-21T14:00:39.649Z,,,4565,58551177148,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:01:14.750Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:14:07.000Z,2022-03-21T13:14:27.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032659837,SHA1,4ab56b701f1ad3b0bb6dc7d81de9e5610d7d89f8
,90,,2022-03-21T14:00:39.622Z,,,4565,58551177144,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:01:14.945Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:14:07.000Z,2022-03-21T13:14:27.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032659873,MD5,8afdde8b60f090364962e31b62e84481
,90,,2022-03-21T14:00:39.596Z,,,4565,58551177141,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:01:14.885Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:14:07.000Z,2022-03-21T13:14:27.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032659862,SHA256,a390a4a6b7f100dd28971a70461d2c4a2bf1ee683669ad866ff78df846e02882
,90,,2022-03-21T14:00:39.466Z,,,4565,58551177125,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:01:14.908Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:14:07.000Z,2022-03-21T13:14:27.000Z,90,active,"[""Actor/PRIMITIVEBEAR"", ""ata_mitre_collection"", ""KillChain/ActionOnObjectives"", ""KillChain/Delivery"", ""KillChain/Installation"", ""KillChain/Reconnaissance"", ""MaliciousConfidence/High"", ""Malware/Pteranodon"", ""Malware/Vulcanops"", ""ThreatType/DeploymentFramework"", ""ThreatType/Downloader"", ""ThreatType/Dropper"", ""ThreatType/InformationStealer"", ""ThreatType/MaliciousScript"", ""ThreatType/Modular"", ""ThreatType/Targeted""]",apt,[308],md5,14032659866,MD5,be4ab53909332600af531b78c5ed8704
,90,,2022-03-21T14:00:25.363Z,,,4565,58551174992,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:00:46.643Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:09:02.000Z,2022-03-21T13:09:15.000Z,90,active,"[""Actor/FANCYBEAR"", ""ata_malware_collection"", ""KillChain/Delivery"", ""MaliciousConfidence/High"", ""Malware/LoJack"", ""ThreatType/Rootkit"", ""ThreatType/Targeted""]",apt,[308],md5,14032655560,SHA256,47d82c4dca87a8035cfe52024e746b86f7881d5e41e4d8a0066a7a131614f17f
,90,,2022-03-21T14:00:25.308Z,,,4565,58551174984,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:00:46.650Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:09:02.000Z,2022-03-21T13:09:15.000Z,90,active,"[""Actor/FANCYBEAR"", ""ata_malware_collection"", ""KillChain/Delivery"", ""MaliciousConfidence/High"", ""Malware/LoJack"", ""ThreatType/Rootkit"", ""ThreatType/Targeted""]",apt,[308],md5,14032655562,MD5,60dd8d78554a92830cca17da15c3e5fb
,90,,2022-03-21T14:00:25.200Z,,,4565,58551174967,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:00:46.636Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:09:02.000Z,2022-03-21T13:09:15.000Z,90,active,"[""Actor/FANCYBEAR"", ""ata_malware_collection"", ""KillChain/Delivery"", ""MaliciousConfidence/High"", ""Malware/LoJack"", ""ThreatType/Rootkit"", ""ThreatType/Targeted""]",apt,[308],md5,14032655558,SHA1,164a155748762f7e48c8881c16e6762d7bbd6a5f
,90,,2022-03-21T14:00:00.200Z,,,4565,58551171559,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:00:00.200Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T12:15:45.000Z,2022-03-21T13:05:41.000Z,90,active,"[""Actor/FANCYBEAR"", ""MaliciousConfidence/High"", ""Malware/X-Agent"", ""MitreATTCK/Execution/ExecutionThroughAPI"", ""ThreatType/Criminal"", ""ThreatType/Targeted"", ""ThreatType/TargetedCrimeware""]",apt,[308],md5,14032646242,SHA1,d5ff1074333753ba1b56ed872abe9ba9edac72fe
,90,,2022-03-21T14:00:00.109Z,,,4565,58551171546,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:00:00.109Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T12:15:45.000Z,2022-03-21T13:05:41.000Z,90,active,"[""Actor/FANCYBEAR"", ""MaliciousConfidence/High"", ""Malware/X-Agent"", ""MitreATTCK/Execution/ExecutionThroughAPI"", ""ThreatType/Criminal"", ""ThreatType/Targeted"", ""ThreatType/TargetedCrimeware""]",apt,[308],md5,14032646226,MD5,1c268805420c769ae287b387cdcf869b
,90,,2022-03-21T14:00:00.070Z,,,4565,58551171541,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T14:00:00.070Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T12:15:45.000Z,2022-03-21T13:05:41.000Z,90,active,"[""Actor/FANCYBEAR"", ""MaliciousConfidence/High"", ""Malware/X-Agent"", ""MitreATTCK/Execution/ExecutionThroughAPI"", ""ThreatType/Criminal"", ""ThreatType/Targeted"", ""ThreatType/TargetedCrimeware""]",apt,[308],md5,14032646219,SHA256,72cfb5580297913d6241f9a13fae322b6d3098d9fc9eccba592baf69ce75acb7
,90,,2022-03-21T13:59:42.862Z,,,4565,58551169697,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T13:59:42.862Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:00:23.000Z,2022-03-21T13:02:54.000Z,90,active,"[""Actor/FANCYBEAR"", ""MaliciousConfidence/High"", ""Malware/X-Agent"", ""MitreATTCK/Execution/ExecutionThroughAPI"", ""ThreatType/Criminal"", ""ThreatType/Targeted"", ""ThreatType/TargetedCrimeware""]",apt,[308],md5,14032644063,SHA1,d01feee7b3eb052cf14d0c5a98027d2b97cab698
,90,,2022-03-21T13:59:42.285Z,,,4565,58551169640,,,,False,apt_md5,,,"{""detail2"": ""imported by user 4508"", ""severity"": ""very-high""}",2022-03-21T13:59:42.285Z,9999-12-31T00:00:00.000Z,,760,,-1,2022-03-21T13:00:23.000Z,2022-03-21T13:02:54.000Z,90,active,"[""Actor/FANCYBEAR"", ""MaliciousConfidence/High"", ""Malware/X-Agent"", ""MitreATTCK/Execution/ExecutionThroughAPI"", ""ThreatType/Criminal"", ""ThreatType/Targeted"", ""ThreatType/TargetedCrimeware""]",apt,[308],md5,14032643999,MD5,c8d7dc20a80e9e53991e20fe2650f9b2
